2.042870704,2.293682133,2.148904648
2.175638238,2.473572257,1.577495427
2.07792015,1.899102075,2.215026908
2.410999414,1.667384993,2.40710239
2.122880595,1.596487115,2.140699879
2.490691199,2.313756253,2.072472459
2.488751647,2.153985275,1.804112613
2.148458245,2.242292906,2.308608328
1.888771572,1.587207611,2.2694749
1.740016148,2.097771584,1.934676994
1.769823834,1.700976985,2.415506862
2.430668124,2.032806558,2.388833335
2.000870136,2.238280649,2.375153801
2.013205908,2.29843575,1.636803765
1.874810755,2.066142553,2.30198697
1.654796708,1.557932333,2.344835048
1.674332773,2.418981197,2.025403623
2.074854316,2.048715399,2.49449298
2.306303912,1.516811002,2.253356913
2.029959399,2.03550149,2.453526299
1.905182708,2.242106852,2.164391407
2.206921217,1.730749667,1.72153602
2.364012877,1.999165308,2.083212998
1.700403949,2.180941028,2.225357111
1.546617748,1.50969492,2.450843082
1.957361679,2.242159271,1.868712895
1.658128809,2.368325061,2.197197094
2.257585041,1.618258721,1.550547685
2.498262691,2.135076875,1.792492124
2.017817552,1.934572748,1.828043714
1.867585105,1.630934029,1.567921952
2.044915251,1.602211727,1.865206909
2.181727124,1.625464044,2.196643439
2.060671849,2.217040986,2.388023839
2.463233025,2.017989796,1.696928527
1.804843232,2.32224377,1.642083237
2.397092345,2.285614264,2.112580301
2.366565033,1.731037589,1.580005378
1.706867317,2.383545866,1.669258846
2.021558154,2.49165197,2.405469599
2.11790958,1.698998629,2.371180179
2.011833189,1.739488877,2.333817568
2.223805116,1.546620867,2.104343294
2.353323338,2.065015009,1.677638443
1.818718281,1.910043563,1.821035799
1.626221218,1.839694852,1.837057095
2.069056499,2.095411594,1.546343279
1.702695559,1.519549167,1.837670934
2.18877859,1.535726033,1.856738309
2.056978567,1.651373017,1.981672628
1.930844431,1.829428356,2.228936951
2.120894903,1.910283514,1.946625047
1.577880672,2.291916964,1.838179948
1.53966,2.444288343,1.679106394
1.83427472,1.962253038,1.869754406
2.171200426,1.783364567,2.471531877
1.68350627,1.853251471,2.320238946
1.629997368,1.933160437,2.235237665
1.851861185,1.664374688,2.353931163
2.245676587,2.451677721,2.359165329
1.99429216,1.978181525,1.592517355
2.12036102,2.35965454,1.765647661
1.781238493,1.832896782,1.572322732
2.182207538,2.268664962,1.528677412
1.911760921,2.191541515,1.839800077
1.922755442,2.291945735,1.996341536
1.671379358,1.938888474,1.813999528
1.533250447,2.061903375,2.16402036
1.982699643,2.21643722,2.202172186
1.56035846,1.819681304,1.650949483
2.120352144,2.043162139,2.32642124
2.420253061,2.326886494,1.522285205
1.727396642,2.014153241,1.823889403
2.121297518,2.320896425,2.298660556
2.130884988,2.351292196,2.251379976
2.037999564,1.568373242,2.054737328
1.597302363,1.989376507,2.446678276
1.51717061,2.210517111,1.664419109
1.50619487,2.400496818,1.60994025
1.626125509,1.97629798,2.303209576
1.549638511,2.123462019,2.260368553
1.856023312,1.55929896,2.08503402
1.513942934,2.32242022,1.641675445
2.338533727,1.925051351,2.195213201
2.489937802,1.556172013,1.982863335
2.039533384,2.053864347,1.752911082
1.954502061,1.714268437,2.100891734
2.008422025,1.942914108,1.632970042
2.037359842,1.647410318,1.590437756
1.711162178,2.380984356,1.912763088
2.089759668,1.843054973,1.981020063
1.600260892,2.383323257,2.494138774
2.275451848,1.638440185,1.855260629
2.353192239,1.835191886,1.885852452
2.441103722,1.705165738,2.102974819
2.162296341,2.028872191,2.444010669
1.697204859,2.411815835,2.224089613
1.618859737,2.151101361,2.09547995
2.226342181,1.992960682,1.853271682
2.237567569,1.698541811,2.491260949
1.955803508,1.753224563,1.601749172
2.024580197,2.316345551,1.54239526
1.921950006,1.626909592,1.641033964
1.719845262,2.418686795,1.910708237
1.512935792,2.236047513,2.221077271
2.403873016,1.992303726,2.487458644
2.000498614,2.083179415,1.977372258
2.307979662,1.812521677,1.515234749
1.934261264,1.960485669,1.78842535
1.800300401,2.476312795,1.982459508
2.242676644,1.677034436,2.348900434
1.801672831,1.508182403,1.746722437
1.59643251,2.141911925,2.272060343
2.283879642,1.676410926,2.218302474
2.059139419,1.795549458,1.773375762
1.921993829,1.973392951,1.70360588
2.35096943,1.675175671,1.633361725
1.723479953,2.488970087,1.945984252
2.20049213,1.969279559,2.338307592
2.366299498,2.005917567,2.055992241
1.832237892,1.915884406,1.84911761
1.606848081,1.770749679,2.073611687
2.038683224,2.426329387,2.329423917
2.051150407,1.681382703,1.772956947
1.760605689,1.540654843,2.055617179
2.262749777,1.554711214,1.817014838
1.583361185,2.057393642,1.732933639
2.485506419,2.347115993,1.997106246
2.383154095,2.176384747,1.781085244
2.075919739,1.925519828,1.990304873
2.345677695,1.979226439,2.4324744
2.024756031,1.843360605,1.746438462
1.982770972,2.329163822,2.40848891
1.907924163,1.97479587,1.739051049
2.404126535,1.730234834,2.049493514
1.538990836,1.549973409,2.421394755
2.173039454,1.917286985,1.992977288
1.914686819,1.651707872,2.237601744
2.490909631,1.744453452,2.307106318
2.433211402,1.664678772,1.933834206
1.828643813,1.697429199,2.217251259
2.1725661,2.069264309,2.123119309
1.997377011,2.388716086,2.045202742
1.710231317,2.297400155,1.635611442
1.644036186,2.467946617,1.679178112
2.2782618,1.962861096,2.440337552
1.671599663,1.781815126,1.847498182
1.684349566,2.476031703,1.612019808
2.377449305,1.901172052,1.981666666
1.991764616,2.318623902,1.57313305
2.325039415,1.702823436,1.589406289
2.071574847,2.352759338,2.082414254
2.486183874,1.747341343,1.687873124
1.563119439,2.026599076,1.951755764
2.494319091,2.316457174,2.437912411
2.220183013,2.3118202,2.429725742
2.283714114,1.524633143,1.761251766
1.733592828,1.952495116,2.335239334
2.334218958,1.769250508,1.819695372
2.473460848,1.737156266,1.802615473
2.084161268,2.17775797,1.781468321
1.971290625,1.95145034,1.903223575
2.421378767,1.65910746,1.635749978
1.507256692,2.276443767,2.036562752
1.949439529,2.064632292,2.309821616
2.059899679,1.517474388,2.034639053
1.87111583,1.826199826,1.522134892
1.715769308,1.55992281,2.307232099
2.274577234,2.312618174,2.331646587
2.424796415,1.983404902,1.786324767
2.376990892,2.297466944,2.131599112
1.506227782,1.586685343,2.279596123
1.517665578,1.500621922,1.993113201
1.800174835,2.200323374,1.892077877
1.816122773,2.314216205,1.816261562
2.085827676,1.778304396,1.770192528
2.146496411,2.231925724,1.921540917
2.396870848,2.423234176,2.109490601
1.893503666,2.084293713,1.567378515
1.578865339,2.194610794,1.62415934
2.35572185,2.11016435,1.868988409
1.540424174,2.154792134,1.61936592
2.272244037,1.562999363,2.340104702
1.592972427,2.434879293,1.625571961
1.514263641,2.384002379,1.94686469
2.068599527,1.943193257,2.447733905
2.099663412,2.30166107,1.960625084
2.387388622,2.082174653,2.444348006
2.40992966,2.164093069,2.080603982
1.7356577,1.940556242,1.661222378
1.677774649,2.213813098,1.900709352
1.694820167,2.307631914,2.444607315
1.515853947,2.038983728,1.874317758
1.583200847,2.015969535,1.708489845
2.236932017,1.673244888,1.580898471
1.71510047,1.667142375,1.64994967
1.799443225,1.510708414,1.651648958
1.882859121,2.42426759,2.4307299
1.828911427,1.97071088,1.760627056
2.062467029,2.345886274,2.467054051
2.020390325,1.531166117,1.744278904
2.297505004,1.86996636,1.796709383
2.085149675,2.295151198,1.926471667
2.07799267,1.935974903,2.333211373
2.266882192,1.987221928,1.528319724
1.667954562,2.17240824,2.093942231
1.805712445,1.936898821,1.58418202
2.251978631,2.435510215,2.490639147
1.932837287,1.504606347,1.78147174
1.962830274,2.261923267,1.808176893
1.722399285,2.459919698,1.865573637
2.49208262,2.339697061,2.022437655
1.632745247,1.949557185,2.462944605
2.130531737,1.967917905,2.23017374
1.802356454,2.20954821,2.250214594
1.651054847,1.744487769,1.987970056
2.243380196,1.566599999,2.131394006
1.606134005,2.003313206,1.810083157
1.556965582,2.213956251,1.974166657
1.758372506,2.259374114,2.01252127
1.571145152,2.216496889,2.079737187
1.795923724,2.307202084,2.185905576
2.334112196,2.110287005,2.36556178
1.610425519,2.157573128,1.932059646
2.464560751,2.208416404,2.174681515
1.715694074,1.88290736,1.63963512
2.192559999,1.955868362,1.507843926
1.782883853,1.962600491,1.870404453
1.835894396,2.022263737,1.911456454
2.35953433,2.483387052,1.537880913
1.723781098,2.26901863,2.199764939
1.612546147,2.448975002,1.585140391
1.614583841,1.929257082,2.38580592
1.867034195,2.216795644,1.946456166
1.769247737,2.497072762,2.082323323
1.983509129,2.284082088,1.504832212
1.806974266,1.679850091,2.12613129
1.626959895,2.394624194,2.088162755
2.445669256,1.856722998,1.927677944
2.269276323,2.097093709,2.340632263
2.230446045,1.914713927,1.994883251
1.9868665,1.639901001,1.755292646
2.269825475,1.696101881,2.19082363
1.933370991,1.848584371,1.874810255
2.020011839,2.397355107,1.754517236
